TOP.691e27c8.0001abfc	START
TOP.691e2bcb.0007cb5f	user_options->rule_buf_r	:
TOP.691e2bcb.0007cb5f	user_options->session	hashcat
TOP.691e2bcb.0007cb5f	user_options->separator	:
TOP.691e2bcb.0007cb5f	user_options->limit	0
TOP.691e2bcb.0007cb5f	user_options->skip	0
TOP.691e2bcb.0007cb5f	user_options->attack_mode	3
TOP.691e2bcb.0007cb5f	user_options->backend_devices_virtmulti	1
TOP.691e2bcb.0007cb5f	user_options->backend_devices_virthost	1
TOP.691e2bcb.0007cb5f	user_options->backend_devices_keepfree	0
TOP.691e2bcb.0007cb5f	user_options->benchmark	0
TOP.691e2bcb.0007cb5f	user_options->benchmark_all	0
TOP.691e2bcb.0007cb5f	user_options->benchmark_max	99999
TOP.691e2bcb.0007cb5f	user_options->benchmark_min	0
TOP.691e2bcb.0007cb5f	user_options->bitmap_max	18
TOP.691e2bcb.0007cb5f	user_options->bitmap_min	16
TOP.691e2bcb.0007cb5f	user_options->debug_mode	0
TOP.691e2bcb.0007cb5f	user_options->dynamic_x	0
TOP.691e2bcb.0007cb5f	user_options->hash_info	0
TOP.691e2bcb.0007cb5f	user_options->force	0
TOP.691e2bcb.0007cb5f	user_options->hwmon	1
TOP.691e2bcb.0007cb5f	user_options->hwmon_temp_abort	90
TOP.691e2bcb.0007cb5f	user_options->hash_mode	10
TOP.691e2bcb.0007cb5f	user_options->hex_charset	0
TOP.691e2bcb.0007cb5f	user_options->hex_salt	0
TOP.691e2bcb.0007cb5f	user_options->hex_wordlist	0
TOP.691e2bcb.0007cb5f	user_options->hook_threads	8
TOP.691e2bcb.0007cb5f	user_options->identify	0
TOP.691e2bcb.0007cb5f	user_options->increment	0
TOP.691e2bcb.0007cb5f	user_options->increment_max	256
TOP.691e2bcb.0007cb5f	user_options->increment_min	1
TOP.691e2bcb.0007cb5f	user_options->keep_guessing	0
TOP.691e2bcb.0007cb5f	user_options->kernel_accel	0
TOP.691e2bcb.0007cb5f	user_options->kernel_loops	0
TOP.691e2bcb.0007cb5f	user_options->kernel_threads	0
TOP.691e2bcb.0007cb5f	user_options->keyspace	0
TOP.691e2bcb.0007cb5f	user_options->total_candidates	0
TOP.691e2bcb.0007cb5f	user_options->left	0
TOP.691e2bcb.0007cb5f	user_options->logfile	1
TOP.691e2bcb.0007cb5f	user_options->loopback	0
TOP.691e2bcb.0007cb5f	user_options->machine_readable	0
TOP.691e2bcb.0007cb5f	user_options->markov_classic	0
TOP.691e2bcb.0007cb5f	user_options->markov	1
TOP.691e2bcb.0007cb5f	user_options->markov_inverse	0
TOP.691e2bcb.0007cb5f	user_options->markov_threshold	256
TOP.691e2bcb.0007cb5f	user_options->metal_compiler_runtime	120
TOP.691e2bcb.0007cb5f	user_options->multiply_accel	1
TOP.691e2bcb.0007cb5f	user_options->backend_info	0
TOP.691e2bcb.0007cb5f	user_options->backend_vector_width	0
TOP.691e2bcb.0007cb5f	user_options->optimized_kernel	1
TOP.691e2bcb.0007cb5f	user_options->outfile_autohex	1
TOP.691e2bcb.0007cb5f	user_options->outfile_check_timer	5
TOP.691e2bcb.0007cb5f	user_options->outfile_format	3
TOP.691e2bcb.0007cb5f	user_options->outfile_json	0
TOP.691e2bcb.0007cb5f	user_options->wordlist_autohex	1
TOP.691e2bcb.0007cb5f	user_options->potfile	1
TOP.691e2bcb.0007cb5f	user_options->progress_only	0
TOP.691e2bcb.0007cb5f	user_options->quiet	0
TOP.691e2bcb.0007cb5f	user_options->remove	0
TOP.691e2bcb.0007cb5f	user_options->remove_timer	60
TOP.691e2bcb.0007cb5f	user_options->restore	0
TOP.691e2bcb.0007cb5f	user_options->restore_enable	1
TOP.691e2bcb.0007cb5f	user_options->restore_timer	1
TOP.691e2bcb.0007cb5f	user_options->rp_files_cnt	0
TOP.691e2bcb.0007cb5f	user_options->rp_gen	0
TOP.691e2bcb.0007cb5f	user_options->rp_gen_func_max	4
TOP.691e2bcb.0007cb5f	user_options->rp_gen_func_min	1
TOP.691e2bcb.0007cb5f	user_options->rp_gen_seed	0
TOP.691e2bcb.0007cb5f	user_options->runtime	3600
TOP.691e2bcb.0007cb5f	user_options->scrypt_tmto	0
TOP.691e2bcb.0007cb5f	user_options->segment_size	33554432
TOP.691e2bcb.0007cb5f	user_options->self_test	1
TOP.691e2bcb.0007cb5f	user_options->slow_candidates	0
TOP.691e2bcb.0007cb5f	user_options->show	0
TOP.691e2bcb.0007cb5f	user_options->speed_only	0
TOP.691e2bcb.0007cb5f	user_options->spin_damp	0
TOP.691e2bcb.0007cb5f	user_options->status	0
TOP.691e2bcb.0007cb5f	user_options->status_json	0
TOP.691e2bcb.0007cb5f	user_options->status_timer	10
TOP.691e2bcb.0007cb5f	user_options->stdout_flag	0
TOP.691e2bcb.0007cb5f	user_options->usage	0
TOP.691e2bcb.0007cb5f	user_options->username	0
TOP.691e2bcb.0007cb5f	user_options->veracrypt_pim_start	485
TOP.691e2bcb.0007cb5f	user_options->veracrypt_pim_stop	485
TOP.691e2bcb.0007cb5f	user_options->version	0
TOP.691e2bcb.0007cb5f	user_options->workload_profile	2
TOP.691e2bcb.0007cb5f	user_options->brain_client	0
TOP.691e2bcb.0007cb5f	user_options->brain_client_features	2
TOP.691e2bcb.0007cb5f	user_options->brain_server	0
TOP.691e2bcb.0007cb5f	user_options->brain_server_timer	300
TOP.691e2bcb.0007cb5f	user_options->brain_port	6863
TOP.691e2bcb.0007cb5f	user_options->brain_session	0
TOP.691e2bcb.0007cb5f	hashes->hashfile	C:\Users\Иван\MIA_HW\Algorithms\ThirdLab\hashes.txt
TOP.691e2bcb.0007cb5f	hashes->hashlist_mode	5
TOP.691e2bcb.0007cb5f	hashes->hashlist_format	0
TOP.691e2bcb.0007cb5f	hashes->hashes_cnt	0
TOP.691e2bcb.0007cb5f	hashes->digests_cnt	5
TOP.691e2bcb.0007cb5f	hashes->digests_done_pot	0
TOP.691e2bcb.0007cb5f	hashes->digests_done_zero	0
TOP.691e2bcb.0007cb5f	hashes->digests_done	0
TOP.691e2bcb.0007cb5f	hashes->salts_cnt	5
TOP.691e2bcb.0007cb5f	hashes->salts_done	0
TOP.691e2bcb.0007cb5f	SUB.691e2bd7.000c55d6	START
TOP.691e2bcb.0007cb5f	SUB.691e2bd7.000c55d6	mask_ctx->mask	?d?d?d?d
TOP.691e2bcb.0007cb5f	SUB.691e2bd7.000c55d6	runtime_start	1763584984
TOP.691e2bcb.0007cb5f	SUB.691e2bd7.000c55d6	runtime_stop	1763584984
TOP.691e2bcb.0007cb5f	SUB.691e2bd7.000c55d6	hashes->digests_done_new	0
TOP.691e2bcb.0007cb5f	SUB.691e2bd7.000c55d6	status-after-work	5
TOP.691e2bcb.0007cb5f	SUB.691e2bd7.000c55d6	STOP
TOP.691e2bcb.0007cb5f	proc_start	1763584971
TOP.691e2bcb.0007cb5f	proc_stop	1763584985
TOP.691e2bcb.0007cb5f	STOP
TOP.691e2bf1.00050a5c	START
TOP.691e2bf1.00050a5c	folder_config->cwd	C:\Users\Иван\hashcat-7.1.2
TOP.691e2bf1.00050a5c	folder_config->install_dir	.
TOP.691e2bf1.00050a5c	folder_config->profile_dir	.
TOP.691e2bf1.00050a5c	folder_config->session_dir	.
TOP.691e2bf1.00050a5c	folder_config->shared_dir	.
TOP.691e2bf1.00050a5c	user_options->encoding_from	utf-8
TOP.691e2bf1.00050a5c	user_options->encoding_to	utf-8
TOP.691e2bf1.00050a5c	user_options->rule_buf_l	:
TOP.691e2bf1.00050a5c	user_options->rule_buf_r	:
TOP.691e2bf1.00050a5c	user_options->session	hashcat
TOP.691e2bf1.00050a5c	user_options->separator	:
TOP.691e2bf1.00050a5c	user_options->limit	0
TOP.691e2bf1.00050a5c	user_options->skip	0
TOP.691e2bf1.00050a5c	user_options->attack_mode	3
TOP.691e2bf1.00050a5c	user_options->backend_devices_virtmulti	1
TOP.691e2bf1.00050a5c	user_options->backend_devices_virthost	1
TOP.691e2bf1.00050a5c	user_options->backend_devices_keepfree	0
TOP.691e2bf1.00050a5c	user_options->benchmark	0
TOP.691e2bf1.00050a5c	user_options->benchmark_all	0
TOP.691e2bf1.00050a5c	user_options->benchmark_max	99999
TOP.691e2bf1.00050a5c	user_options->benchmark_min	0
TOP.691e2bf1.00050a5c	user_options->bitmap_max	18
TOP.691e2bf1.00050a5c	user_options->bitmap_min	16
TOP.691e2bf1.00050a5c	user_options->debug_mode	0
TOP.691e2bf1.00050a5c	user_options->dynamic_x	0
TOP.691e2bf1.00050a5c	user_options->hash_info	0
TOP.691e2bf1.00050a5c	user_options->force	0
TOP.691e2bf1.00050a5c	user_options->hwmon	1
TOP.691e2bf1.00050a5c	user_options->hwmon_temp_abort	90
TOP.691e2bf1.00050a5c	user_options->hash_mode	20
TOP.691e2bf1.00050a5c	user_options->hex_charset	0
TOP.691e2bf1.00050a5c	user_options->hex_salt	0
TOP.691e2bf1.00050a5c	user_options->hex_wordlist	0
TOP.691e2bf1.00050a5c	user_options->hook_threads	8
TOP.691e2bf1.00050a5c	user_options->identify	0
TOP.691e2bf1.00050a5c	user_options->increment	0
TOP.691e2bf1.00050a5c	user_options->increment_max	256
TOP.691e2bf1.00050a5c	user_options->increment_min	1
TOP.691e2bf1.00050a5c	user_options->keep_guessing	0
TOP.691e2bf1.00050a5c	user_options->kernel_accel	0
TOP.691e2bf1.00050a5c	user_options->kernel_loops	0
TOP.691e2bf1.00050a5c	user_options->kernel_threads	0
TOP.691e2bf1.00050a5c	user_options->keyspace	0
TOP.691e2bf1.00050a5c	user_options->total_candidates	0
TOP.691e2bf1.00050a5c	user_options->left	0
TOP.691e2bf1.00050a5c	user_options->logfile	1
TOP.691e2bf1.00050a5c	user_options->loopback	0
TOP.691e2bf1.00050a5c	user_options->machine_readable	0
TOP.691e2bf1.00050a5c	user_options->markov_classic	0
TOP.691e2bf1.00050a5c	user_options->markov	1
TOP.691e2bf1.00050a5c	user_options->markov_inverse	0
TOP.691e2bf1.00050a5c	user_options->markov_threshold	256
TOP.691e2bf1.00050a5c	user_options->metal_compiler_runtime	120
TOP.691e2bf1.00050a5c	user_options->multiply_accel	1
TOP.691e2bf1.00050a5c	user_options->backend_info	0
TOP.691e2bf1.00050a5c	user_options->backend_vector_width	0
TOP.691e2bf1.00050a5c	user_options->optimized_kernel	1
TOP.691e2bf1.00050a5c	user_options->outfile_autohex	1
TOP.691e2bf1.00050a5c	user_options->outfile_check_timer	5
TOP.691e2bf1.00050a5c	user_options->outfile_format	3
TOP.691e2bf1.00050a5c	user_options->outfile_json	0
TOP.691e2bf1.00050a5c	user_options->wordlist_autohex	1
TOP.691e2bf1.00050a5c	user_options->potfile	1
TOP.691e2bf1.00050a5c	user_options->progress_only	0
TOP.691e2bf1.00050a5c	user_options->quiet	0
TOP.691e2bf1.00050a5c	user_options->remove	0
TOP.691e2bf1.00050a5c	user_options->remove_timer	60
TOP.691e2bf1.00050a5c	user_options->restore	0
TOP.691e2bf1.00050a5c	user_options->restore_enable	1
TOP.691e2bf1.00050a5c	user_options->restore_timer	1
TOP.691e2bf1.00050a5c	user_options->rp_files_cnt	0
TOP.691e2bf1.00050a5c	user_options->rp_gen	0
TOP.691e2bf1.00050a5c	user_options->rp_gen_func_max	4
TOP.691e2bf1.00050a5c	user_options->rp_gen_func_min	1
TOP.691e2bf1.00050a5c	user_options->rp_gen_seed	0
TOP.691e2bf1.00050a5c	user_options->runtime	0
TOP.691e2bf1.00050a5c	user_options->scrypt_tmto	0
TOP.691e2bf1.00050a5c	user_options->segment_size	33554432
TOP.691e2bf1.00050a5c	user_options->self_test	1
TOP.691e2bf1.00050a5c	user_options->slow_candidates	0
TOP.691e2bf1.00050a5c	user_options->show	0
TOP.691e2bf1.00050a5c	user_options->speed_only	0
TOP.691e2bf1.00050a5c	user_options->spin_damp	0
TOP.691e2bf1.00050a5c	user_options->status	0
TOP.691e2bf1.00050a5c	user_options->status_json	0
TOP.691e2bf1.00050a5c	user_options->status_timer	10
TOP.691e2bf1.00050a5c	user_options->stdout_flag	0
TOP.691e2bf1.00050a5c	user_options->usage	0
TOP.691e2bf1.00050a5c	user_options->username	0
TOP.691e2bf1.00050a5c	user_options->veracrypt_pim_start	485
TOP.691e2bf1.00050a5c	user_options->veracrypt_pim_stop	485
TOP.691e2bf1.00050a5c	user_options->version	0
TOP.691e2bf1.00050a5c	user_options->workload_profile	2
TOP.691e2bf1.00050a5c	user_options->brain_client	0
TOP.691e2bf1.00050a5c	user_options->brain_client_features	2
TOP.691e2bf1.00050a5c	user_options->brain_server	0
TOP.691e2bf1.00050a5c	user_options->brain_server_timer	300
TOP.691e2bf1.00050a5c	user_options->brain_port	6863
TOP.691e2bf1.00050a5c	user_options->brain_session	0
TOP.691e2bf1.00050a5c	hashes->hashfile	C:\Users\Иван\MIA_HW\Algorithms\ThirdLab\hashes.txt
TOP.691e2bf1.00050a5c	hashes->hashlist_mode	5
TOP.691e2bf1.00050a5c	hashes->hashlist_format	0
TOP.691e2bf1.00050a5c	hashes->hashes_cnt	0
TOP.691e2bf1.00050a5c	hashes->digests_cnt	5
TOP.691e2bf1.00050a5c	hashes->digests_done_pot	0
TOP.691e2bf1.00050a5c	hashes->digests_done_zero	0
TOP.691e2bf1.00050a5c	hashes->digests_done	0
TOP.691e2bf1.00050a5c	hashes->salts_cnt	5
TOP.691e2bf1.00050a5c	hashes->salts_done	0
TOP.691e2bf1.00050a5c	SUB.691e2bf2.000a4686	START
TOP.691e2bf1.00050a5c	SUB.691e2bf2.000a4686	mask_ctx->mask	?d?d?d?d?d?d
TOP.691e2bf1.00050a5c	SUB.691e2bf2.000a4686	runtime_start	1763585011
TOP.691e2bf1.00050a5c	SUB.691e2bf2.000a4686	runtime_stop	1763585011
TOP.691e2bf1.00050a5c	SUB.691e2bf2.000a4686	hashes->digests_done_new	0
TOP.691e2bf1.00050a5c	SUB.691e2bf2.000a4686	status-after-work	5
TOP.691e2bf1.00050a5c	SUB.691e2bf2.000a4686	STOP
TOP.691e2bf1.00050a5c	proc_start	1763585009
TOP.691e2bf1.00050a5c	proc_stop	1763585012
TOP.691e2bf1.00050a5c	STOP
TOP.691e2c27.0004bc23	START
TOP.691e2c27.0004bc23	folder_config->cwd	C:\Users\Иван\hashcat-7.1.2
TOP.691e2c27.0004bc23	folder_config->install_dir	.
TOP.691e2c27.0004bc23	folder_config->profile_dir	.
TOP.691e2c27.0004bc23	folder_config->session_dir	.
TOP.691e2c27.0004bc23	folder_config->shared_dir	.
TOP.691e2c27.0004bc23	user_options->encoding_from	utf-8
TOP.691e2c27.0004bc23	user_options->encoding_to	utf-8
TOP.691e2c27.0004bc23	user_options->rule_buf_l	:
TOP.691e2c27.0004bc23	user_options->rule_buf_r	:
TOP.691e2c27.0004bc23	user_options->session	hashcat
TOP.691e2c27.0004bc23	user_options->separator	:
TOP.691e2c27.0004bc23	user_options->limit	0
TOP.691e2c27.0004bc23	user_options->skip	0
TOP.691e2c27.0004bc23	user_options->attack_mode	3
TOP.691e2c27.0004bc23	user_options->backend_devices_virtmulti	1
TOP.691e2c27.0004bc23	user_options->backend_devices_virthost	1
TOP.691e2c27.0004bc23	user_options->backend_devices_keepfree	0
TOP.691e2c27.0004bc23	user_options->benchmark	0
TOP.691e2c27.0004bc23	user_options->benchmark_all	0
TOP.691e2c27.0004bc23	user_options->benchmark_max	99999
TOP.691e2c27.0004bc23	user_options->benchmark_min	0
TOP.691e2c27.0004bc23	user_options->bitmap_max	18
TOP.691e2c27.0004bc23	user_options->bitmap_min	16
TOP.691e2c27.0004bc23	user_options->debug_mode	0
TOP.691e2c27.0004bc23	user_options->dynamic_x	0
TOP.691e2c27.0004bc23	user_options->hash_info	0
TOP.691e2c27.0004bc23	user_options->force	0
TOP.691e2c27.0004bc23	user_options->hwmon	1
TOP.691e2c27.0004bc23	user_options->hwmon_temp_abort	90
TOP.691e2c27.0004bc23	user_options->hash_mode	10
TOP.691e2c27.0004bc23	user_options->hex_charset	0
TOP.691e2c27.0004bc23	user_options->hex_salt	0
TOP.691e2c27.0004bc23	user_options->hex_wordlist	0
TOP.691e2c27.0004bc23	user_options->hook_threads	8
TOP.691e2c27.0004bc23	user_options->identify	0
TOP.691e2c27.0004bc23	user_options->increment	0
TOP.691e2c27.0004bc23	user_options->increment_max	256
TOP.691e2c27.0004bc23	user_options->increment_min	1
TOP.691e2c27.0004bc23	user_options->keep_guessing	0
TOP.691e2c27.0004bc23	user_options->kernel_accel	0
TOP.691e2c27.0004bc23	user_options->kernel_loops	0
TOP.691e2c27.0004bc23	user_options->kernel_threads	0
TOP.691e2c27.0004bc23	user_options->keyspace	0
TOP.691e2c27.0004bc23	user_options->total_candidates	0
TOP.691e2c27.0004bc23	user_options->left	0
TOP.691e2c27.0004bc23	user_options->logfile	1
TOP.691e2c27.0004bc23	user_options->loopback	0
TOP.691e2c27.0004bc23	user_options->machine_readable	0
TOP.691e2c27.0004bc23	user_options->markov_classic	0
TOP.691e2c27.0004bc23	user_options->markov	1
TOP.691e2c27.0004bc23	user_options->markov_inverse	0
TOP.691e2c27.0004bc23	user_options->markov_threshold	256
TOP.691e2c27.0004bc23	user_options->metal_compiler_runtime	120
TOP.691e2c27.0004bc23	user_options->multiply_accel	1
TOP.691e2c27.0004bc23	user_options->backend_info	0
TOP.691e2c27.0004bc23	user_options->backend_vector_width	0
TOP.691e2c27.0004bc23	user_options->optimized_kernel	1
TOP.691e2c27.0004bc23	user_options->outfile_autohex	1
TOP.691e2c27.0004bc23	user_options->outfile_check_timer	5
TOP.691e2c27.0004bc23	user_options->outfile_format	3
TOP.691e2c27.0004bc23	user_options->outfile_json	0
TOP.691e2c27.0004bc23	user_options->wordlist_autohex	1
TOP.691e2c27.0004bc23	user_options->potfile	1
TOP.691e2c27.0004bc23	user_options->progress_only	0
TOP.691e2c27.0004bc23	user_options->quiet	0
TOP.691e2c27.0004bc23	user_options->remove	0
TOP.691e2c27.0004bc23	user_options->remove_timer	60
TOP.691e2c27.0004bc23	user_options->restore	0
TOP.691e2c27.0004bc23	user_options->restore_enable	1
TOP.691e2c27.0004bc23	user_options->restore_timer	1
TOP.691e2c27.0004bc23	user_options->rp_files_cnt	0
TOP.691e2c27.0004bc23	user_options->rp_gen	0
TOP.691e2c27.0004bc23	user_options->rp_gen_func_max	4
TOP.691e2c27.0004bc23	user_options->rp_gen_func_min	1
TOP.691e2c27.0004bc23	user_options->rp_gen_seed	0
TOP.691e2c27.0004bc23	user_options->runtime	0
TOP.691e2c27.0004bc23	user_options->scrypt_tmto	0
TOP.691e2c27.0004bc23	user_options->segment_size	33554432
TOP.691e2c27.0004bc23	user_options->self_test	1
TOP.691e2c27.0004bc23	user_options->slow_candidates	0
TOP.691e2c27.0004bc23	user_options->show	0
TOP.691e2c27.0004bc23	user_options->speed_only	0
TOP.691e2c27.0004bc23	user_options->spin_damp	0
TOP.691e2c27.0004bc23	user_options->status	0
TOP.691e2c27.0004bc23	user_options->status_json	0
TOP.691e2c27.0004bc23	user_options->status_timer	10
TOP.691e2c27.0004bc23	user_options->stdout_flag	0
TOP.691e2c27.0004bc23	user_options->usage	0
TOP.691e2c27.0004bc23	user_options->username	0
TOP.691e2c27.0004bc23	user_options->veracrypt_pim_start	485
TOP.691e2c27.0004bc23	user_options->veracrypt_pim_stop	485
TOP.691e2c27.0004bc23	user_options->version	0
TOP.691e2c27.0004bc23	user_options->workload_profile	2
TOP.691e2c27.0004bc23	user_options->brain_client	0
TOP.691e2c27.0004bc23	user_options->brain_client_features	2
TOP.691e2c27.0004bc23	user_options->brain_server	0
TOP.691e2c27.0004bc23	user_options->brain_server_timer	300
TOP.691e2c27.0004bc23	user_options->brain_port	6863
TOP.691e2c27.0004bc23	user_options->brain_session	0
TOP.691e2c27.0004bc23	hashes->hashfile	C:\Users\Иван\MIA_HW\Algorithms\ThirdLab\hashes.txt
TOP.691e2c27.0004bc23	hashes->hashlist_mode	5
TOP.691e2c27.0004bc23	hashes->hashlist_format	0
TOP.691e2c27.0004bc23	hashes->hashes_cnt	0
TOP.691e2c27.0004bc23	hashes->digests_cnt	5
TOP.691e2c27.0004bc23	hashes->digests_done_pot	0
TOP.691e2c27.0004bc23	hashes->digests_done_zero	0
TOP.691e2c27.0004bc23	hashes->digests_done	0
TOP.691e2c27.0004bc23	hashes->salts_cnt	5
TOP.691e2c27.0004bc23	hashes->salts_done	0
TOP.691e2c27.0004bc23	SUB.691e2c28.000a18c0	START
TOP.691e2c27.0004bc23	SUB.691e2c28.000a18c0	mask_ctx->mask	?d?d?d?d?d?d
TOP.691e2c27.0004bc23	SUB.691e2c28.000a18c0	runtime_start	1763585065
TOP.691e2c27.0004bc23	SUB.691e2c28.000a18c0	runtime_stop	1763585065
TOP.691e2c27.0004bc23	SUB.691e2c28.000a18c0	hashes->digests_done_new	0
TOP.691e2c27.0004bc23	SUB.691e2c28.000a18c0	status-after-work	5
TOP.691e2c27.0004bc23	SUB.691e2c28.000a18c0	STOP
TOP.691e2c27.0004bc23	proc_start	1763585063
TOP.691e2c27.0004bc23	proc_stop	1763585066
TOP.691e2c27.0004bc23	STOP
TOP.691e2c4f.000ab424	START
TOP.691e2c4f.000ab424	folder_config->cwd	C:\Users\Иван\hashcat-7.1.2
TOP.691e2c4f.000ab424	folder_config->install_dir	.
TOP.691e2c4f.000ab424	folder_config->profile_dir	.
TOP.691e2c4f.000ab424	folder_config->session_dir	.
TOP.691e2c4f.000ab424	folder_config->shared_dir	.
TOP.691e2c4f.000ab424	user_options->custom_charset_1	?l?d?u
TOP.691e2c4f.000ab424	user_options->custom_charset_2	?l?d
TOP.691e2c4f.000ab424	user_options->custom_charset_3	?l?d*!$@_
TOP.691e2c4f.000ab424	user_options->encoding_from	utf-8
TOP.691e2c4f.000ab424	user_options->encoding_to	utf-8
TOP.691e2c4f.000ab424	user_options->rule_buf_l	:
TOP.691e2c4f.000ab424	user_options->rule_buf_r	:
TOP.691e2c4f.000ab424	user_options->session	hashcat
TOP.691e2c4f.000ab424	user_options->separator	:
TOP.691e2c4f.000ab424	user_options->limit	0
TOP.691e2c4f.000ab424	user_options->skip	0
TOP.691e2c4f.000ab424	user_options->attack_mode	3
TOP.691e2c4f.000ab424	user_options->backend_devices_virtmulti	1
TOP.691e2c4f.000ab424	user_options->backend_devices_virthost	1
TOP.691e2c4f.000ab424	user_options->backend_devices_keepfree	0
TOP.691e2c4f.000ab424	user_options->benchmark	0
TOP.691e2c4f.000ab424	user_options->benchmark_all	0
TOP.691e2c4f.000ab424	user_options->benchmark_max	99999
TOP.691e2c4f.000ab424	user_options->benchmark_min	0
TOP.691e2c4f.000ab424	user_options->bitmap_max	18
TOP.691e2c4f.000ab424	user_options->bitmap_min	16
TOP.691e2c4f.000ab424	user_options->debug_mode	0
TOP.691e2c4f.000ab424	user_options->dynamic_x	0
TOP.691e2c4f.000ab424	user_options->hash_info	0
TOP.691e2c4f.000ab424	user_options->force	0
TOP.691e2c4f.000ab424	user_options->hwmon	1
TOP.691e2c4f.000ab424	user_options->hwmon_temp_abort	90
TOP.691e2c4f.000ab424	user_options->hash_mode	20
TOP.691e2c4f.000ab424	user_options->hex_charset	1
TOP.691e2c4f.000ab424	user_options->hex_salt	0
TOP.691e2c4f.000ab424	user_options->hex_wordlist	0
TOP.691e2c4f.000ab424	user_options->hook_threads	8
TOP.691e2c4f.000ab424	user_options->identify	0
TOP.691e2c4f.000ab424	user_options->increment	1
TOP.691e2c4f.000ab424	user_options->increment_max	256
TOP.691e2c4f.000ab424	user_options->increment_min	1
TOP.691e2c4f.000ab424	user_options->keep_guessing	0
TOP.691e2c4f.000ab424	user_options->kernel_accel	0
TOP.691e2c4f.000ab424	user_options->kernel_loops	0
TOP.691e2c4f.000ab424	user_options->kernel_threads	0
TOP.691e2c4f.000ab424	user_options->keyspace	0
TOP.691e2c4f.000ab424	user_options->total_candidates	0
TOP.691e2c4f.000ab424	user_options->left	0
TOP.691e2c4f.000ab424	user_options->logfile	1
TOP.691e2c4f.000ab424	user_options->loopback	0
TOP.691e2c4f.000ab424	user_options->machine_readable	0
TOP.691e2c4f.000ab424	user_options->markov_classic	0
TOP.691e2c4f.000ab424	user_options->markov	1
